"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Huang Y.; Li K.; Li P.","Huang, Yangjie (57218396928); Li, Kexin (57802410000); Li, Ping (57718655000)","57218396928; 57802410000; 57718655000","Innovation ecosystems and national talent competitiveness: A country-based comparison using fsQCA","2023","Technological Forecasting and Social Change","194","","122733","","","61","10.1016/j.techfore.2023.122733","https://www.scopus.com/pages/publications/85163885297?origin=resultslist","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85163885297"
"Cezar A.","Cezar, Asunur (34871459700)","34871459700","A PROVINCE-LEVEL CONFIGURATIONAL ANALYSIS OF FIXED AND MOBILE BROADBAND ADOPTION","2024","Journal of Organizational Computing and Electronic Commerce","34","1","","27","45","2","10.1080/10919392.2024.2303942","https://www.scopus.com/pages/publications/85182857171?origin=resultslist","Article","Final","","Scopus","2-s2.0-85182857171"
"Lee W.; Park S.; Jeong C.","Lee, Wangoo (57202683810); Park, Suji (57811749100); Jeong, Chul (35118867800)","57202683810; 57811749100; 35118867800","Repositioning risk perception as a necessary condition of travel decision: The case of North Korea tourism","2022","Journal of Hospitality and Tourism Management","52","","","252","263","14","10.1016/j.jhtm.2022.07.001","https://www.scopus.com/pages/publications/85134537710?origin=resultslist","Article","Final","","Scopus","2-s2.0-85134537710"
"Morgado Oliveira J.; F. Gomes C.","Morgado Oliveira, Joana (58698235800); F. Gomes, Carlos (59150586800)","58698235800; 59150586800","Leveraging digital transformation on the path to sustainable development: the role of excellence models","2024","Business Process Management Journal","30","4","","1340","1366","7","10.1108/BPMJ-06-2023-0459","https://www.scopus.com/pages/publications/85194738272?origin=resultslist","Article","Final","","Scopus","2-s2.0-85194738272"
"Yan B.; Liu Y.; Chen B.; Zhang X.; Wu L.","Yan, Bo (55879582100); Liu, Yao (57221961449); Chen, Bin (55723070800); Zhang, Xiaomin (57218122684); Wu, Long (57218125046)","55879582100; 57221961449; 55723070800; 57218122684; 57218125046","What matters the most in curbing early COVID-19 mortality? A cross-country necessary condition analysis","2023","Public Administration","101","1","","71","89","13","10.1111/padm.12873","https://www.scopus.com/pages/publications/85134367362?origin=resultslist","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85134367362"
"Tynan M.C.; Credé M.; Harms P.D.","Tynan, Michael C. (57189685492); Credé, Marcus (8342614900); Harms, Peter D. (56059742200)","57189685492; 8342614900; 56059742200","Are individual characteristics and behaviors necessary-but-not-sufficient conditions for academic success?: A demonstration of Dul's (2016) necessary condition analysis","2020","Learning and Individual Differences","77","","101815","","","39","10.1016/j.lindif.2019.101815","https://www.scopus.com/pages/publications/85076830945?origin=resultslist","Article","Final","","Scopus","2-s2.0-85076830945"
"Jain N.K.; Chakraborty K.; Choudhary P.","Jain, Nikunj Kumar (57052130100); Chakraborty, Kaustov (57193899024); Choudhary, Piyush (57194007019)","57052130100; 57193899024; 57194007019","Building supply chain resilience through industry 4.0 base technologies: role of supply chain visibility and environmental dynamism","2024","Journal of Business and Industrial Marketing","39","8","","1750","1763","25","10.1108/JBIM-09-2023-0550","https://www.scopus.com/pages/publications/85188813465?origin=resultslist","Article","Final","","Scopus","2-s2.0-85188813465"
"Tóth Z.; Dul J.; Li C.S.","Tóth, Zsófia (56326578900); Dul, Jan (7004370666); Li, Chunxiao (Spring) (57194497509)","56326578900; 7004370666; 57194497509","Necessary condition analysis in tourism research","2019","Annals of Tourism Research","79","","102821","","","27","10.1016/j.annals.2019.102821","https://www.scopus.com/pages/publications/85074809811?origin=resultslist","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85074809811"
"Iannacci F.","Iannacci, Federico (56587924100)","56587924100","Interweaving temporal qualitative comparative analysis with necessary conditions analysis: An empirical application in the european monitoring systems context","2015","Lecture Notes in Information Systems and Organisation","5","","","269","279","1","10.1007/978-3-319-09450-2_23","https://www.scopus.com/pages/publications/84946215242?origin=resultslist","Book chapter","Final","","Scopus","2-s2.0-84946215242"
"Han H.; Kim S.; Xu Y.; Jung I.; Quan W.; Al-Ansi A.; Lho L.H.","Han, Heesup (21233360400); Kim, Seongseop (57209619163); Xu, Yuchen (57210580429); Jung, Inyoung (57849571900); Quan, Wei (57219469549); Al-Ansi, Amr (57196729276); Lho, Linda Heejung (57208189961)","21233360400; 57209619163; 57210580429; 57849571900; 57219469549; 57196729276; 57208189961","Determinants of Wellness Tourists’ Destination Choice and Word-Of-Mouth Behaviors; [养生游客目的地选择和口碑意向的决定因素]","2025","Journal of China Tourism Research","21","4","","1261","1285","4","10.1080/19388160.2025.2484549","https://www.scopus.com/pages/publications/105004319556?origin=resultslist","Article","Final","","Scopus","2-s2.0-105004319556"
"Kardell P.","Kardell, Philip (58875353400)","58875353400","The necessity of error management culture for employee satisfaction and innovation – introducing necessary condition analysis to error research","2024","International Journal of Innovation and Learning","35","2","","123","136","2","10.1504/IJIL.2024.136467","https://www.scopus.com/pages/publications/85184616352?origin=resultslist","Article","Final","","Scopus","2-s2.0-85184616352"
"Zheng Y.; Wen P.; Wu J.; Chen S.","Zheng, Yuan (59188382000); Wen, Pengfei (57732914300); Wu, Jinsong (58351994000); Chen, Sirao (59484709800)","59188382000; 57732914300; 58351994000; 59484709800","Configurational paths to promoting children’s agility and balance quality: based on fuzzy-set qualitative comparative analysis","2024","BMC Public Health","24","1","3588","","","0","10.1186/s12889-024-21051-1","https://www.scopus.com/pages/publications/85212948885?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85212948885"
"Moser S.; Lewalter D.; Buchmayer I.; Deibl I.; Fleischer T.; Maier S.; Strahl A.; Zumbach J.","Moser, Stephanie (57192197762); Lewalter, Doris (9746341700); Buchmayer, Iris (59911720200); Deibl, Ines (57196030773); Fleischer, Timo (58115306500); Maier, Simone (58115691200); Strahl, Alexander (57214155665); Zumbach, Jörg (6506718804)","57192197762; 9746341700; 59911720200; 57196030773; 58115306500; 58115691200; 57214155665; 6506718804","Influences on Current Motivation in Digitally Supported Learning: An Analysis Using Regression and Necessary Condition Analyses","2023","Proceedings of International Conference of the Learning Sciences, ICLS","","","","75","82","0","","https://www.scopus.com/pages/publications/105005941946?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105005941946"
"Iman N.","Iman, Nofie (56354715800)","56354715800","Balancing order and entropy: the role of innovation and organizational disorder in performance across startups and banking","2025","International Journal of Innovation Science","","","","","","1","10.1108/IJIS-03-2025-0142","https://www.scopus.com/pages/publications/105004480230?origin=resultslist","Article","Article in press","","Scopus","2-s2.0-105004480230"
"Yan T.; Jiaxi H.; Hong L.; Ziye Z.","Yan, Tao (59335997100); Jiaxi, He (59335657000); Hong, Liu (59336331000); Ziye, Zhang (59335332700)","59335997100; 59335657000; 59336331000; 59335332700","Strategy configurations and competitive advantage, organizational resilience: Research based on Chinese manufacturing firms; [战略组态与竞争优势、组织韧性:基于中国制造企业研究]","2024","Journal of Industrial Engineering and Engineering Management","38","5","","18","38","2","10.13587/j.cnki.jieem.2024.05.002","https://www.scopus.com/pages/publications/85204436371?origin=resultslist","Article","Final","","Scopus","2-s2.0-85204436371"
"Zhang C.; Hu N.; Li R.; Zhu A.; Yu Z.","Zhang, Chunyu (56525630000); Hu, Ning (59001796800); Li, Rui (59001411800); Zhu, Aiping (59002576600); Yu, Zhongguang (58195145600)","56525630000; 59001796800; 59001411800; 59002576600; 58195145600","Factors Explaining the Use of Web-Based Consultations With Physicians by Young and Middle-Aged Individuals in China: Qualitative Comparative Analysis","2024","JMIR Formative Research","8","","","","","1","10.2196/50036","https://www.scopus.com/pages/publications/85191336110?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85191336110"
"Jada U.R.; Mukhopadhyay S.","Jada, Umamaheswara Rao (57202686236); Mukhopadhyay, Susmita (59841821600)","57202686236; 59841821600","Understanding the effects of empowering, transformational and ethical leadership on promotive and prohibitive voice: A moderated mediated examination","2019","Personnel Review","48","3","","707","730","43","10.1108/PR-11-2017-0365","https://www.scopus.com/pages/publications/85063026772?origin=resultslist","Article","Final","","Scopus","2-s2.0-85063026772"
"Malka S.C.; Austin L.C.","Malka, S. Charles (57995912500); Austin, Lathan Craig (58016990300)","57995912500; 58016990300","SUPPLY CHAIN ESSENTIALS: Exploring the Antecedents of the Firm’s Logistics Capabilities","2024","Amplifying Management Research for the Common Good: Lessons for Curious Individuals and Organizations—Insights From Practitioners in the Field","","","","165","190","0","","https://www.scopus.com/pages/publications/105028346640?origin=resultslist","Book chapter","Final","","Scopus","2-s2.0-105028346640"
"Zhang J.","Zhang, Jiekuan (54880303600)","54880303600","A multidimensional perspective on the relationship between tourism and green growth","2024","Journal of Sustainable Tourism","32","12","","2423","2441","15","10.1080/09669582.2023.2276039","https://www.scopus.com/pages/publications/85175465331?origin=resultslist","Article","Final","","Scopus","2-s2.0-85175465331"
"He L.; Ismail K.","He, Liying (57204514384); Ismail, Kamisah (54401333300)","57204514384; 54401333300","Do staff capacity and performance-based budgeting improve organisational performance? Empirical evidence from Chinese public universities","2023","Humanities and Social Sciences Communications","10","1","29","","","23","10.1057/s41599-023-01523-2","https://www.scopus.com/pages/publications/85146669608?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85146669608"
"Verma S.; Gupta A.; Kashive N.","Verma, Sushma (57219486014); Gupta, Ashish (57211811257); Kashive, Neerja (57194605282)","57219486014; 57211811257; 57194605282","Exploring the Elderly’s Resistance Toward mHealth Apps: The Role of Distrust, Technology Optimism, and Health Consciousness","2025","Services Marketing Quarterly","","","","","","2","10.1080/15332969.2025.2503084","https://www.scopus.com/pages/publications/105006984873?origin=resultslist","Article","Article in press","","Scopus","2-s2.0-105006984873"
"Ding H.","Ding, Haien (57892716400)","57892716400","What kinds of countries have better innovation performance?–A country-level fsQCA and NCA study","2022","Journal of Innovation and Knowledge","7","4","100215","","","113","10.1016/j.jik.2022.100215","https://www.scopus.com/pages/publications/85138208568?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85138208568"
"Karwowski M.; Kaufman J.C.; Lebuda I.; Szumski G.; Firkowska-Mankiewicz A.","Karwowski, Maciej (57204340112); Kaufman, James C. (7403022406); Lebuda, Izabela (15923118100); Szumski, Grzegorz (36150339500); Firkowska-Mankiewicz, Anna (6507223904)","57204340112; 7403022406; 15923118100; 36150339500; 6507223904","Intelligence in childhood and creative achievements in middle-age: The necessary condition approach","2017","Intelligence","64","","","36","44","55","10.1016/j.intell.2017.07.001","https://www.scopus.com/pages/publications/85021956304?origin=resultslist","Article","Final","","Scopus","2-s2.0-85021956304"
"Xu A.; Siddik A.B.; Sobhani F.A.; Rahman M.M.","Xu, Anfeng (36070285100); Siddik, Abu Bakkar (6507630070); Sobhani, Farid Ahammad (26657748500); Rahman, Md. Mominur (57220839098)","36070285100; 6507630070; 26657748500; 57220839098","Driving economic success: Fintech, tourism, FDI, and digitalization in the top 10 tourist destinations","2024","Humanities and Social Sciences Communications","11","1","1549","","","48","10.1057/s41599-024-03978-3","https://www.scopus.com/pages/publications/85209126825?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85209126825"
"Stefan S.C.; Simion C.-P.; Breazu A.; Mircioiu C.-E.; Visan D.A.-M.","Stefan, Simona Catalina (56967857700); Simion, Cezar-Petre (53064438400); Breazu, Andreea (58555521400); Mircioiu, Corina-Elena (58246759600); Visan, Denisa Ana-Maria (59893090300)","56967857700; 53064438400; 58555521400; 58246759600; 59893090300","Sufficient and Necessary Enablers of Digitalization in Public Institutions","2025","IEEE Transactions on Engineering Management","72","","","2065","2081","1","10.1109/TEM.2025.3568065","https://www.scopus.com/pages/publications/105004923164?origin=resultslist","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105004923164"
"Picolo J.D.; Giancarlo G.; Tontini G.; Rodrigues J.J.M.","Picolo, Jaime Dagostim (36634631400); Giancarlo, Gomes (57150411600); Tontini, Gérson (55892295200); Rodrigues, Jorge José Martins (57198906349)","36634631400; 57150411600; 55892295200; 57198906349","THE EFFECTS OF WORK-LIFE BALANCE, ORGANISATIONAL LEARNING CAPABILITY, AND TRANSFORMATIONAL LEADERSHIP ON PRODUCT INNOVATION PERFORMANCE","2023","International Journal of Innovation Management","27","9-10","2350044","","","3","10.1142/S1363919623500445","https://www.scopus.com/pages/publications/85188782052?origin=resultslist","Article","Final","","Scopus","2-s2.0-85188782052"
"Sukhov A.; Olsson L.E.; Friman M.","Sukhov, Alexandre (57200797802); Olsson, Lars E. (57210100044); Friman, Margareta (6602671754)","57200797802; 57210100044; 6602671754","Necessary and sufficient conditions for attractive public Transport: Combined use of PLS-SEM and NCA","2022","Transportation Research Part A: Policy and Practice","158","","","239","250","98","10.1016/j.tra.2022.03.012","https://www.scopus.com/pages/publications/85126773192?origin=resultslist","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85126773192"
"Dul J.","Dul, Jan (7004370666)","7004370666","A different causal perspective with Necessary Condition Analysis","2024","Journal of Business Research","177","","114618","","","92","10.1016/j.jbusres.2024.114618","https://www.scopus.com/pages/publications/85188231667?origin=resultslist","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85188231667"
"Shen J.; Zhang H.; Zheng J.; Ruan M.","Shen, Junxian (58524249900); Zhang, Hongfeng (58608939400); Zheng, Jiansong (57318177100); Ruan, Mingyu (59705238000)","58524249900; 58608939400; 57318177100; 59705238000","How do Self-identity and Motivational Foundation Influence Chinese Prosocial Behavior Intention? Findings from NCA and fsQCA","2025","SAGE Open","15","1","","","","2","10.1177/21582440251326350","https://www.scopus.com/pages/publications/105000716176?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105000716176"
"Thiem A.","Thiem, Alrik (55659292000)","55659292000","The Logic and Methodology of “Necessary but Not Sufficient Causality”: A Comment on Necessary Condition Analysis (NCA)*","2021","Sociological Methods and Research","50","2","","913","925","19","10.1177/0049124118782548","https://www.scopus.com/pages/publications/85049973819?origin=resultslist","Article","Final","","Scopus","2-s2.0-85049973819"
"Song M.; Farivar F.; Ugrin J.C.; Wu J.; Wang F.; Liu L.","Song, Mengmeng (57218340733); Farivar, Farveh (57215382182); Ugrin, Joseph C. (21834651800); Wu, Jinnan (56013043700); Wang, Fang (57213679842); Liu, Lin (55715596400)","57218340733; 57215382182; 21834651800; 56013043700; 57213679842; 55715596400","Exploring the Complex Relationships Between Factors That Affect Employee Cyberloafing Using a Novel Approach: Findings from Fuzzy-Set Qualitative Comparative Analysis","2023","Cyberpsychology, Behavior, and Social Networking","26","10","","772","781","2","10.1089/cyber.2023.0002","https://www.scopus.com/pages/publications/85174268829?origin=resultslist","Article","Final","","Scopus","2-s2.0-85174268829"
"Loh X.-M.; Lee V.-H.; Leong L.-Y.","Loh, Xiu-Ming (57212302322); Lee, Voon-Hsien (42061780600); Leong, Lai-Ying (42861634700)","57212302322; 42061780600; 42861634700","Mobile-lizing continuance intention with the mobile expectation-confirmation model: An SEM-ANN-NCA approach","2022","Expert Systems with Applications","205","","117659","","","70","10.1016/j.eswa.2022.117659","https://www.scopus.com/pages/publications/85132362505?origin=resultslist","Article","Final","","Scopus","2-s2.0-85132362505"
"Al Mamun A.; Hayat N.; Masud M.M.; Yang Q.; Salameh A.A.; Salleh M.F.M.","Al Mamun, Abdullah (36782596500); Hayat, Naeem (57209311348); Masud, Muhammad Mehedi (39863273100); Yang, Qing (57478251600); Salameh, Anas A. (57215844707); Salleh, Mohd Fairuz Md. (57196153260)","36782596500; 57209311348; 39863273100; 57478251600; 57215844707; 57196153260","Energy Conservation Behaviour Among the Malaysian Youth: A Study Under the Premises of Value-Belief-Norm Model","2022","Frontiers in Energy Research","10","","902619","","","21","10.3389/fenrg.2022.902619","https://www.scopus.com/pages/publications/85130681133?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85130681133"
"Indihar Štemberger M.; Bosilj Vuksic V.; Morelli F.; Jaklič J.","Indihar Štemberger, Mojca (6507785265); Bosilj Vuksic, Vesna (56108787100); Morelli, Frank (57198371105); Jaklič, Jurij (36776270800)","6507785265; 56108787100; 57198371105; 36776270800","Exploring the role of new and enhanced BPM capabilities in customer experience management: does BPM matter?","2024","Business Process Management Journal","30","8","","120","143","1","10.1108/BPMJ-10-2023-0838","https://www.scopus.com/pages/publications/85195142158?origin=resultslist","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85195142158"
"Saleem I.; Al-Breiki N.S.S.; Asad M.","Saleem, Irfan (57188822463); Al-Breiki, Najla Salim Said (59218616200); Asad, Muzaffar (57203502160)","57188822463; 59218616200; 57203502160","The nexus of artificial intelligence, frugal innovation and business model innovation to nurture internationalization: A survey of SME's readiness","2024","Journal of Open Innovation: Technology, Market, and Complexity","10","3","100326","","","47","10.1016/j.joitmc.2024.100326","https://www.scopus.com/pages/publications/85198506579?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85198506579"
"Farmaki A.; Pappas N.; Kvasova O.; Stergiou D.P.","Farmaki, Anna (55223936100); Pappas, Nikolas (55946075900); Kvasova, Olga (36189912800); Stergiou, Dimitrios P. (6505893569)","55223936100; 55946075900; 36189912800; 6505893569","Hotel CSR and job satisfaction: A chaordic perspective","2022","Tourism Management","91","","104526","","","46","10.1016/j.tourman.2022.104526","https://www.scopus.com/pages/publications/85127034468?origin=resultslist","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85127034468"
"Olya H.; Nia T.H.","Olya, Hossein (57193663496); Nia, Torkan Hashemi (57216951188)","57193663496; 57216951188","The Medical Tourism Index and Behavioral Responses of Medical Travelers: A Mixed-Method Study","2021","Journal of Travel Research","60","4","","779","798","45","10.1177/0047287520915278","https://www.scopus.com/pages/publications/85085495725?origin=resultslist","Article","Final","","Scopus","2-s2.0-85085495725"
"Rey-Martí A.; Valencia-Toledo A.; Chaparro-Banegas N.; Mas-Tur A.; Roig-Tierno N.","Rey-Martí, Andrea (56451135400); Valencia-Toledo, Alfredo (57195692647); Chaparro-Banegas, Nuria (57271947800); Mas-Tur, Alicia (55346405500); Roig-Tierno, Norat (55640185000)","56451135400; 57195692647; 57271947800; 55346405500; 55640185000","Developing models to assess the social impact of mining: An exploratory study trough necessary conditions analysis (NCA)","2023","Resources Policy","83","","103704","","","14","10.1016/j.resourpol.2023.103704","https://www.scopus.com/pages/publications/85159609768?origin=resultslist","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85159609768"
"Kim M.J.; Hall C.M.; Kim M.","Kim, Myung Ja (7406088313); Hall, C. Michael (55017070000); Kim, Minseong (58107913500)","7406088313; 55017070000; 58107913500","What is significant for engagement in cycling and walking in South Korea? Applying value-belief-norm theory","2023","Travel Behaviour and Society","32","","100571","","","22","10.1016/j.tbs.2023.02.008","https://www.scopus.com/pages/publications/85148378554?origin=resultslist","Article","Final","","Scopus","2-s2.0-85148378554"
"Min Q.; Zhu R.; Peng L.","Min, Qin (58862349400); Zhu, Ruifen (58862105800); Peng, Leshan (58861855600)","58862349400; 58862105800; 58861855600","Pathways to improving carbon emission efficiency in provinces: A comparative qualitative analysis based on the technology-organization-environment framework","2024","Heliyon","10","3","e25132","","","8","10.1016/j.heliyon.2024.e25132","https://www.scopus.com/pages/publications/85183976753?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85183976753"
"Li R.; Niu Z.; Liu C.; Wu B.","Li, Rui (59800956500); Niu, Zhanwen (15760762000); Liu, Chaochao (57191844228); Wu, Bei (57218824535)","59800956500; 15760762000; 57191844228; 57218824535","The co-movement effect of managers' psychological factors on the BIM adoption decision in SMEs: a study based on fsQCA","2024","Engineering, Construction and Architectural Management","31","4","","1454","1472","13","10.1108/ECAM-08-2022-0721","https://www.scopus.com/pages/publications/85142369308?origin=resultslist","Article","Final","","Scopus","2-s2.0-85142369308"
"Greco A.M.; Guilera G.; Maldonado-Murciano L.; Gómez-Benito J.; Barrios M.","Greco, Ana M. (57195058700); Guilera, Georgina (15051961600); Maldonado-Murciano, Laura (57219216177); Gómez-Benito, Juana (57209188105); Barrios, Maite (7004560637)","57195058700; 15051961600; 57219216177; 57209188105; 7004560637","Proposing Necessary but Not Sufficient Conditions Analysis as a Complement of Traditional Effect Size Measures with an Illustrative Example","2022","International Journal of Environmental Research and Public Health","19","15","9402","","","1","10.3390/ijerph19159402","https://www.scopus.com/pages/publications/85136340091?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85136340091"
"Thien L.; Chuah S.; Low M.","Thien, Lei Mee (55222309100); Chuah, Seong Teng (59337931200); Low, Mei Peng (57212441763)","55222309100; 59337931200; 57212441763","Understanding Middle Leaders' Distributed Leadership Factors as Necessary and Sufficient Conditions for Fostering Teacher Commitment to Change","2024","European Journal of Education","59","4","e12757","","","4","10.1111/ejed.12757","https://www.scopus.com/pages/publications/85204615522?origin=resultslist","Article","Final","","Scopus","2-s2.0-85204615522"
"Zhang X.","Zhang, Xiaoyuan (57439723800)","57439723800","Breakthrough technological innovation in the digital economy—evidence from Chinese integrated circuit enterprises","2025","Kybernetes","","","","","","0","10.1108/K-08-2024-2169","https://www.scopus.com/pages/publications/105003844614?origin=resultslist","Article","Article in press","","Scopus","2-s2.0-105003844614"
"Gandhi M.; Kar A.K.","Gandhi, Mohina (57220666033); Kar, Arpan Kumar (55911169300)","57220666033; 55911169300","Dress to impress and serve well to prevail – Modelling regressive discontinuance for social networking sites","2024","International Journal of Information Management","76","","102756","","","8","10.1016/j.ijinfomgt.2024.102756","https://www.scopus.com/pages/publications/85184783903?origin=resultslist","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85184783903"
"Kazemzadeh E.; Fuinhas J.A.; Salehnia N.; Koengkan M.; Silva N.","Kazemzadeh, Emad (57223269901); Fuinhas, José Alberto (58552830000); Salehnia, Narges (57216324768); Koengkan, Matheus (57194179002); Silva, Nuno (56146087500)","57223269901; 58552830000; 57216324768; 57194179002; 56146087500","Exploring necessary and sufficient conditions for carbon emission intensity: a comparative analysis","2023","Environmental Science and Pollution Research","30","43","","97319","97338","42","10.1007/s11356-023-29260-8","https://www.scopus.com/pages/publications/85168128899?origin=resultslist","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85168128899"
"Vis B.; Dul J.","Vis, Barbara (16070695500); Dul, Jan (7004370666)","16070695500; 7004370666","Analyzing Relationships of Necessity Not Just in Kind But Also in Degree: Complementing fsQCA With NCA","2018","Sociological Methods and Research","47","4","","872","899","242","10.1177/0049124115626179","https://www.scopus.com/pages/publications/85055189879?origin=resultslist","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85055189879"
"Huang X.; Tung C.-L.; Wang X.; Xu X.; Lam F.-I.; Zhang T.","Huang, Xiuquan (57210831903); Tung, Chih-Lin (57957526000); Wang, Xi (57217989406); Xu, Xiaocang (57208161605); Lam, Fat-Iam (57467913900); Zhang, Tao (55547106680)","57210831903; 57957526000; 57217989406; 57208161605; 57467913900; 55547106680","Configurations of the driving factors promoting China's commercial health insurance: A comparative qualitative analysis based on the technology–organization–environment framework","2022","Heliyon","8","11","e11522","","","7","10.1016/j.heliyon.2022.e11522","https://www.scopus.com/pages/publications/85141522459?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85141522459"
"Olya H.G.T.; Al-ansi A.","Olya, Hossein G.T. (57193663496); Al-ansi, Amr (57196729276)","57193663496; 57196729276","Risk assessment of halal products and services: Implication for tourism industry","2018","Tourism Management","65","","","279","291","289","10.1016/j.tourman.2017.10.015","https://www.scopus.com/pages/publications/85033731448?origin=resultslist","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85033731448"
"Afzal M.; Panagiotopoulos P.","Afzal, Muhammad (57220005367); Panagiotopoulos, Panos (55523101553)","57220005367; 55523101553","Coping with digital transformation in frontline public services: A study of user adaptation in policing","2024","Government Information Quarterly","41","4","101977","","","11","10.1016/j.giq.2024.101977","https://www.scopus.com/pages/publications/85205994756?origin=resultslist","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85205994756"
"Koay K.Y.; Teoh J.Y.; Cheung M.L.","Koay, Kian Yeik (57192295284); Teoh, Jian Yi (58245478600); Cheung, Man Lai (57210828583)","57192295284; 58245478600; 57210828583","Understanding factors influencing viewers’ intention to watch video game live streaming on Twitch: Combined use of PLS-SEM and NCA","2023","First Monday","28","5","","","","8","10.5210/fm.v28i5.12644","https://www.scopus.com/pages/publications/85159095673?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85159095673"
"Yadav R.K.; Gupta A.; Choudhary P.; Parida M.","Yadav, Rupesh Kumar (59490714100); Gupta, Akshay (57204916346); Choudhary, Pushpa (57192187317); Parida, Manoranjan (8963649200)","59490714100; 57204916346; 57192187317; 8963649200","Service Quality Assessment of Electric Buses: A PLS-SEM Approach","2024","Lecture Notes in Civil Engineering","551 LNCE","","","367","387","1","10.1007/978-981-97-8116-4_26","https://www.scopus.com/pages/publications/85213352156?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-85213352156"
"Prado N.B.; Moraes G.H.S.M.; Fischer B.B.; Anholon R.","Prado, Nágela Bianca do (57396505200); Moraes, Gustavo Hermínio Salati Marcondes de (37107641900); Fischer, Bruno Brandão (54791045400); Anholon, Rosley (56910252000)","57396505200; 37107641900; 54791045400; 56910252000","Entrepreneurial ecosystems and blended value creation: a configurational view","2025","Journal of Entrepreneurship and Public Policy","","","","","","2","10.1108/JEPP-10-2024-0195","https://www.scopus.com/pages/publications/105005800535?origin=resultslist","Article","Article in press","","Scopus","2-s2.0-105005800535"
"Wanitwattanakosol J.; Noamna S.","Wanitwattanakosol, Jirapat (38663769400); Noamna, Somkeit (57195401971)","38663769400; 57195401971","Action Research Framework in Lean Information Technology","2018","2018 International Conference on System Science and Engineering, ICSSE 2018","","","8520118","","","1","10.1109/ICSSE.2018.8520118","https://www.scopus.com/pages/publications/85057607787?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-85057607787"
"Sorjonen K.; Alex J.W.; Melin B.","Sorjonen, Kimmo (8215118900); Alex, Jenny Wikström (57199738724); Melin, Bo (7003396577)","8215118900; 57199738724; 7003396577","Necessity as a function of skewness","2017","Frontiers in Psychology","8","DEC","2192","","","13","10.3389/fpsyg.2017.02192","https://www.scopus.com/pages/publications/85038358838?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85038358838"
"Cheng J.-Q.; Li Z.-B.; Liu Q.-C.","Cheng, Jian-Qing (59418547200); Li, Zhen-Biao (57224864259); Liu, Qiu-Chen (59129545600)","59418547200; 57224864259; 59129545600","Research on causal complexity of opportunity - Based entrepreneurship from the theory of planned behavior; [计 划行 为 理论 下机 会型 创 业的 复杂 前因 研 究]","2024","Studies in Science of Science","42","9","","1957","1966","1","","https://www.scopus.com/pages/publications/85212312741?origin=resultslist","Article","Final","","Scopus","2-s2.0-85212312741"
